10Verdeling,5Verdeling,Average Side,Average Side (per 1 cm),Average Side (per 2cm),Average Year,AverageSide5,Cities,Combined First Second Year,Country of Organisation,Country of Origin,Country2,Crossextended Format,DateOrigin (edmTimespanLabel),EID,EuropeanaLink (guid),First Fourdigits Year Number,ImagePreviewCleaned (edmPreview),Language,Materials,Organisation (Data Provider),Place Label,Provider Cleaned,RelatedConceptsCleaned (edmConceptPrefLabelLangAware),RelatedCOnceptsCleanedClusteredReconciledExtractedNoDuplicates (EdmConceptLabel),Rights,Second Four Digits Year Number,Short Description,Size Diameter,Size Diameter (per 1cm),Size Height,Size Height (per 1cm),Size Length,Size Length (per 1cm),Size Width,Size Width (per 1cm),Size(Extent),SizeDiameter2,SizeDiameter5,SizeHeight2,SizeHeight5,SizeLength2,SizeLength5,SizeWidth2,SizeWidth5,Subject,Timestamp Created,Timestamp Update,Title (title),TitleLongCleaned (dcTitleLangAware),Type,Year Cleaned,Year Of Origin (per 25),100Verdeling,50Verdeling,Hcopy,Latitude Average,Lcopy,Longitude Average,Size Diameter COPY,Size Height COPY,Size Length COPY,Size Width COPY,Wcopy
,,0,0,0,0,0,,-,France,No Info,,no match,,/03929/public_mistral_memoire_fr_ACTION_CHERCHER_FIELD_1_REF_VALUE_1_ARN01_20090006726,https://www.europeana.eu/item/03929/public_mistral_memoire_fr_ACTION_CHERCHER_FIELD_1_REF_VALUE_1_ARN01_20090006726?utm_source=api&utm_medium=api&utm_campaign=reeditaccif,,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.culture.gouv.fr%2FWave%2Fimage%2Fmemoire%2F2056%2Farn01_20090006726za_v.jpg&type=IMAGE,N/A,ceramic,"Ministry of Culture and Communication, Regional Archaeology Service",,Moteur Collections,Keramik,ceramic,In Copyright,,N/A,,0,,0,,0,,0,no match,0,0,0,0,0,0,0,0,"http://data.europeana.eu/concept/31, ceramic, céramique",02/11/2016 00:00:00,02/11/2016 00:00:00,épave,"épave, ""Vue de détail des résidus dans une théière (fouille M. Lhour/Drassm).""","http://data.europeana.eu/concept/80, Archaeology, Archéologie",No date available,,-693961,-693961,0,0,0,0,0,0,0,0,0
,,0,0,0,0,0,,-,France,No Info,,no match,,/03929/public_mistral_memoire_fr_ACTION_CHERCHER_FIELD_1_REF_VALUE_1_ARN01_20090006727,https://www.europeana.eu/item/03929/public_mistral_memoire_fr_ACTION_CHERCHER_FIELD_1_REF_VALUE_1_ARN01_20090006727?utm_source=api&utm_medium=api&utm_campaign=reeditaccif,,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.culture.gouv.fr%2FWave%2Fimage%2Fmemoire%2F2056%2Farn01_20090006727za_v.jpg&type=IMAGE,N/A,ceramic,"Ministry of Culture and Communication, Regional Archaeology Service",,Moteur Collections,Keramik,ceramic,In Copyright,,N/A,,0,,0,,0,,0,no match,0,0,0,0,0,0,0,0,"http://data.europeana.eu/concept/31, ceramic, céramique",02/11/2016 00:00:00,02/11/2016 00:00:00,épave,"épave, ""Vue dune théière à sa remontée (fouille M. Lhour/Drassm).""","http://data.europeana.eu/concept/80, Archaeology, Archéologie",No date available,,-693961,-693961,0,0,0,0,0,0,0,0,0
,,0,0,0,0,0,,-,France,No Info,,no match,,/03929/public_mistral_memoire_fr_ACTION_CHERCHER_FIELD_1_REF_VALUE_1_ARN01_20090006725,https://www.europeana.eu/item/03929/public_mistral_memoire_fr_ACTION_CHERCHER_FIELD_1_REF_VALUE_1_ARN01_20090006725?utm_source=api&utm_medium=api&utm_campaign=reeditaccif,,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.culture.gouv.fr%2FWave%2Fimage%2Fmemoire%2F2056%2Farn01_20090006725za_v.jpg&type=IMAGE,N/A,ceramic,"Ministry of Culture and Communication, Regional Archaeology Service",,Moteur Collections,Keramik,ceramic,In Copyright,,N/A,,0,,0,,0,,0,no match,0,0,0,0,0,0,0,0,"http://data.europeana.eu/concept/31, ceramic, céramique",02/11/2016 00:00:00,02/11/2016 00:00:00,épave,"épave, ""Vue de détail des résidus dans une théière (fouille M. Lhour/Drassm).""","http://data.europeana.eu/concept/80, Archaeology, Archéologie",No date available,,-693961,-693961,0,0,0,0,0,0,0,0,0
,,0,0,0,0,0,,-,France,No Info,,no match,,/03929/public_mistral_memoire_fr_ACTION_CHERCHER_FIELD_1_REF_VALUE_1_ARN01_20090006724,https://www.europeana.eu/item/03929/public_mistral_memoire_fr_ACTION_CHERCHER_FIELD_1_REF_VALUE_1_ARN01_20090006724?utm_source=api&utm_medium=api&utm_campaign=reeditaccif,,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.culture.gouv.fr%2FWave%2Fimage%2Fmemoire%2F2056%2Farn01_20090006724za_v.jpg&type=IMAGE,N/A,ceramic,"Ministry of Culture and Communication, Regional Archaeology Service",,Moteur Collections,Keramik,ceramic,In Copyright,,N/A,,0,,0,,0,,0,no match,0,0,0,0,0,0,0,0,"http://data.europeana.eu/concept/31, ceramic, céramique",02/11/2016 00:00:00,02/11/2016 00:00:00,épave,"épave, ""Vue de détail des résidus dans une théière (fouille M. Lhour/Drassm).""","http://data.europeana.eu/concept/80, Archaeology, Archéologie",No date available,,-693961,-693961,0,0,0,0,0,0,0,0,0
,,0,0,0,0,0,,-,France,No Info,,no match,,/03929/public_mistral_memoire_fr_ACTION_CHERCHER_FIELD_1_REF_VALUE_1_ARN01_20090006723,https://www.europeana.eu/item/03929/public_mistral_memoire_fr_ACTION_CHERCHER_FIELD_1_REF_VALUE_1_ARN01_20090006723?utm_source=api&utm_medium=api&utm_campaign=reeditaccif,,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.culture.gouv.fr%2FWave%2Fimage%2Fmemoire%2F2056%2Farn01_20090006723za_v.jpg&type=IMAGE,N/A,ceramic,"Ministry of Culture and Communication, Regional Archaeology Service",,Moteur Collections,Keramik,ceramic,In Copyright,,N/A,,0,,0,,0,,0,no match,0,0,0,0,0,0,0,0,"http://data.europeana.eu/concept/31, ceramic, céramique",02/11/2016 00:00:00,02/11/2016 00:00:00,épave,"épave, ""Vue dune théière avec des résidus à lintérieur (fouille M. Lhour/Drassm).""","http://data.europeana.eu/concept/80, Archaeology, Archéologie",No date available,,-693961,-693961,0,0,0,0,0,0,0,0,0
,,0,0,0,0,0,,-,France,No Info,,no match,,/03929/public_mistral_memoire_fr_ACTION_CHERCHER_FIELD_1_REF_VALUE_1_ARN01_20090006722,https://www.europeana.eu/item/03929/public_mistral_memoire_fr_ACTION_CHERCHER_FIELD_1_REF_VALUE_1_ARN01_20090006722?utm_source=api&utm_medium=api&utm_campaign=reeditaccif,,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.culture.gouv.fr%2FWave%2Fimage%2Fmemoire%2F2056%2Farn01_20090006722za_v.jpg&type=IMAGE,N/A,ceramic,"Ministry of Culture and Communication, Regional Archaeology Service",,Moteur Collections,Keramik,ceramic,In Copyright,,N/A,,0,,0,,0,,0,no match,0,0,0,0,0,0,0,0,"http://data.europeana.eu/concept/31, ceramic, céramique",02/11/2016 00:00:00,02/11/2016 00:00:00,épave,"épave, ""Vue dune théière à sa remontée (fouille M. Lhour/Drassm).""","http://data.europeana.eu/concept/80, Archaeology, Archéologie",No date available,,-693961,-693961,0,0,0,0,0,0,0,0,0
,,0,0,0,0,0,,-,France,No Info,,no match,,/03929/public_mistral_memoire_fr_ACTION_CHERCHER_FIELD_1_REF_VALUE_1_ARN01_20090006721,https://www.europeana.eu/item/03929/public_mistral_memoire_fr_ACTION_CHERCHER_FIELD_1_REF_VALUE_1_ARN01_20090006721?utm_source=api&utm_medium=api&utm_campaign=reeditaccif,,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.culture.gouv.fr%2FWave%2Fimage%2Fmemoire%2F2056%2Farn01_20090006721za_v.jpg&type=IMAGE,N/A,ceramic,"Ministry of Culture and Communication, Regional Archaeology Service",,Moteur Collections,Keramik,ceramic,In Copyright,,N/A,,0,,0,,0,,0,no match,0,0,0,0,0,0,0,0,"http://data.europeana.eu/concept/31, ceramic, cleaning, céramique, nettoyage",02/11/2016 00:00:00,02/11/2016 00:00:00,épave,"épave, ""Vue du nettoyage dune théière (fouille M. Lhour/Drassm).""","http://data.europeana.eu/concept/80, Archaeology, Archéologie",No date available,,-693961,-693961,0,0,0,0,0,0,0,0,0
,,0,0,0,0,0,,-,France,No Info,,no match,,/03929/public_mistral_memoire_fr_ACTION_CHERCHER_FIELD_1_REF_VALUE_1_ARN01_20090006257,https://www.europeana.eu/item/03929/public_mistral_memoire_fr_ACTION_CHERCHER_FIELD_1_REF_VALUE_1_ARN01_20090006257?utm_source=api&utm_medium=api&utm_campaign=reeditaccif,,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.culture.gouv.fr%2FWave%2Fimage%2Fmemoire%2F2051%2Farn01_20090006257za_v.jpg&type=IMAGE,N/A,ceramic,"Ministry of Culture and Communication, Regional Archaeology Service",,Moteur Collections,Keramik,ceramic,In Copyright,,N/A,,0,,0,,0,,0,no match,0,0,0,0,0,0,0,0,"http://data.europeana.eu/concept/31, ceramic, céramique",02/11/2016 00:00:00,02/11/2016 00:00:00,épave,"épave, ""Vue dune théière de grès thaï avant nettoyage (fouille M. LHour/Drassm).""","http://data.europeana.eu/concept/80, Archaeology, Archéologie",No date available,,-693961,-693961,0,0,0,0,0,0,0,0,0
,,0,0,0,0,0,,-,France,No Info,,no match,,/03929/public_mistral_memoire_fr_ACTION_CHERCHER_FIELD_1_REF_VALUE_1_ARN01_20090006192,https://www.europeana.eu/item/03929/public_mistral_memoire_fr_ACTION_CHERCHER_FIELD_1_REF_VALUE_1_ARN01_20090006192?utm_source=api&utm_medium=api&utm_campaign=reeditaccif,,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.culture.gouv.fr%2FWave%2Fimage%2Fmemoire%2F2051%2Farn01_20090006192za_v.jpg&type=IMAGE,N/A,ceramic,"Ministry of Culture and Communication, Regional Archaeology Service",,Moteur Collections,Keramik,ceramic,In Copyright,,N/A,,0,,0,,0,,0,no match,0,0,0,0,0,0,0,0,"http://data.europeana.eu/concept/31, ceramic, céramique",02/11/2016 00:00:00,02/11/2016 00:00:00,épave,"épave, ""Vue dune théière de grès thaï (fouille M. LHour/Drassm).""","http://data.europeana.eu/concept/80, Archaeology, Archéologie",No date available,,-693961,-693961,0,0,0,0,0,0,0,0,0
,,0,0,0,0,0,,-,France,No Info,,no match,,/03929/public_mistral_memoire_fr_ACTION_CHERCHER_FIELD_1_REF_VALUE_1_ARN01_20090006190,https://www.europeana.eu/item/03929/public_mistral_memoire_fr_ACTION_CHERCHER_FIELD_1_REF_VALUE_1_ARN01_20090006190?utm_source=api&utm_medium=api&utm_campaign=reeditaccif,,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.culture.gouv.fr%2FWave%2Fimage%2Fmemoire%2F2051%2Farn01_20090006190za_v.jpg&type=IMAGE,N/A,ceramic,"Ministry of Culture and Communication, Regional Archaeology Service",,Moteur Collections,Keramik,ceramic,In Copyright,,N/A,,0,,0,,0,,0,no match,0,0,0,0,0,0,0,0,"http://data.europeana.eu/concept/31, cleaning, ceramic, nettoyage, céramique",02/11/2016 00:00:00,02/11/2016 00:00:00,épave,"épave, ""Vue du nettoyage dune théière de grès thaï (fouille M. LHour/Drassm).""","http://data.europeana.eu/concept/80, Archaeology, Archéologie",No date available,,-693961,-693961,0,0,0,0,0,0,0,0,0
,,0,0,0,0,0,,-,France,No Info,,no match,,/03929/public_mistral_memoire_fr_ACTION_CHERCHER_FIELD_1_REF_VALUE_1_ARN01_20090006191,https://www.europeana.eu/item/03929/public_mistral_memoire_fr_ACTION_CHERCHER_FIELD_1_REF_VALUE_1_ARN01_20090006191?utm_source=api&utm_medium=api&utm_campaign=reeditaccif,,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.culture.gouv.fr%2FWave%2Fimage%2Fmemoire%2F2051%2Farn01_20090006191za_v.jpg&type=IMAGE,N/A,ceramic,"Ministry of Culture and Communication, Regional Archaeology Service",,Moteur Collections,Keramik,ceramic,In Copyright,,N/A,,0,,0,,0,,0,no match,0,0,0,0,0,0,0,0,"http://data.europeana.eu/concept/31, ceramic, céramique",02/11/2016 00:00:00,02/11/2016 00:00:00,épave,"épave, ""Vue dune théière de grès thaï à sa remontée (fouille M. LHour/Drassm).""","http://data.europeana.eu/concept/80, Archaeology, Archéologie",No date available,,-693961,-693961,0,0,0,0,0,0,0,0,0
,,0,0,0,0,0,,-,France,No Info,,no match,,/03929/public_mistral_memoire_fr_ACTION_CHERCHER_FIELD_1_REF_VALUE_1_ARN01_20090006189,https://www.europeana.eu/item/03929/public_mistral_memoire_fr_ACTION_CHERCHER_FIELD_1_REF_VALUE_1_ARN01_20090006189?utm_source=api&utm_medium=api&utm_campaign=reeditaccif,,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.culture.gouv.fr%2FWave%2Fimage%2Fmemoire%2F2051%2Farn01_20090006189za_v.jpg&type=IMAGE,N/A,ceramic,"Ministry of Culture and Communication, Regional Archaeology Service",,Moteur Collections,Keramik,ceramic,In Copyright,,N/A,,0,,0,,0,,0,no match,0,0,0,0,0,0,0,0,"http://data.europeana.eu/concept/31, ceramic, céramique",02/11/2016 00:00:00,02/11/2016 00:00:00,épave,"épave, ""Vue dune théière de grès à sa remontée (fouille M. LHour/Drassm).""","http://data.europeana.eu/concept/80, Archaeology, Archéologie",No date available,,-693961,-693961,0,0,0,0,0,0,0,0,0
,,0,0,0,0,0,,-,France,No Info,,no match,,/03929/public_mistral_memoire_fr_ACTION_CHERCHER_FIELD_1_REF_VALUE_1_ARN01_20090005585,https://www.europeana.eu/item/03929/public_mistral_memoire_fr_ACTION_CHERCHER_FIELD_1_REF_VALUE_1_ARN01_20090005585?utm_source=api&utm_medium=api&utm_campaign=reeditaccif,,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.culture.gouv.fr%2FWave%2Fimage%2Fmemoire%2F2050%2Farn01_20090005585xa_v.jpg&type=IMAGE,N/A,ceramic,"Ministry of Culture and Communication, Regional Archaeology Service",,Moteur Collections,Keramik,ceramic,In Copyright,,N/A,,0,,0,,0,,0,no match,0,0,0,0,0,0,0,0,"http://data.europeana.eu/concept/31, ceramic, céramique",02/11/2016 00:00:00,02/11/2016 00:00:00,épave,"épave, ""Vue de deux bouteilles et dune théière de grès thaï (fouille M. LHour/Drassm).""","http://data.europeana.eu/concept/80, Archaeology, Archéologie",No date available,,-693961,-693961,0,0,0,0,0,0,0,0,0
,,0,0,0,0,0,,-,France,No Info,,no match,,/03929/public_mistral_memoire_fr_ACTION_CHERCHER_FIELD_1_REF_VALUE_1_ARN01_20085600321,https://www.europeana.eu/item/03929/public_mistral_memoire_fr_ACTION_CHERCHER_FIELD_1_REF_VALUE_1_ARN01_20085600321?utm_source=api&utm_medium=api&utm_campaign=reeditaccif,,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.culture.gouv.fr%2FWave%2Fimage%2Fmemoire%2F1656%2Farn01_20085600321za_v.jpg&type=IMAGE,N/A,ceramic,"Ministry of Culture and Communication, Regional Archaeology Service",,Moteur Collections,Keramik,ceramic,In Copyright,,N/A,,0,,0,,0,,0,no match,0,0,0,0,0,0,0,0,"http://data.europeana.eu/concept/31, furniture, ceramic, mobilier, céramique",02/11/2016 00:00:00,02/11/2016 00:00:00,épave du Prince de Conty,"wreck of the Prince of Conty, épave du Prince de Conty, ""Vue dun fragment de théière de porcelaine à décor rouge et or (fouille M. LHour/DRASSM).""","Underwater Archaeology, Archéologie sous-marine",No date available,,-693961,-693961,0,0,0,0,0,0,0,0,0
,,0,0,0,0,0,,-,France,No Info,,no match,,/03929/public_mistral_memoire_fr_ACTION_CHERCHER_FIELD_1_REF_VALUE_1_ARN01_20085600292,https://www.europeana.eu/item/03929/public_mistral_memoire_fr_ACTION_CHERCHER_FIELD_1_REF_VALUE_1_ARN01_20085600292?utm_source=api&utm_medium=api&utm_campaign=reeditaccif,,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.culture.gouv.fr%2FWave%2Fimage%2Fmemoire%2F1656%2Farn01_20085600292za_v.jpg&type=IMAGE,N/A,ceramic,"Ministry of Culture and Communication, Regional Archaeology Service",,Moteur Collections,Keramik,ceramic,In Copyright,,N/A,,0,,0,,0,,0,no match,0,0,0,0,0,0,0,0,"http://data.europeana.eu/concept/31, furniture, ceramic, mobilier, céramique",02/11/2016 00:00:00,02/11/2016 00:00:00,wreck of the Prince of Conty,"wreck of the Prince of Conty, épave du Prince de Conty, ""Vue de la théière de porcelaine avec un décor bleu (fouille M. LHour/DRASSM).""","Underwater Archaeology, Archéologie sous-marine",No date available,,-693961,-693961,0,0,0,0,0,0,0,0,0
,,0,0,0,0,0,,-,France,No Info,,no match,,/03929/public_mistral_memoire_fr_ACTION_CHERCHER_FIELD_1_REF_VALUE_1_ARN01_20085600285,https://www.europeana.eu/item/03929/public_mistral_memoire_fr_ACTION_CHERCHER_FIELD_1_REF_VALUE_1_ARN01_20085600285?utm_source=api&utm_medium=api&utm_campaign=reeditaccif,,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.culture.gouv.fr%2FWave%2Fimage%2Fmemoire%2F1656%2Farn01_20085600285za_v.jpg&type=IMAGE,N/A,ceramic,"Ministry of Culture and Communication, Regional Archaeology Service",,Moteur Collections,"Zeichnung, Keramik, Keraami, Piirustus, Рисунок, Керамика, Desenho, Cerâmica, Рисунка, Керамика, Keramika, Piešimas, Keramika, Zīmējums, Keramika, Crtež, Céramique, Dessin, Kerámia, Rajz, Kresba, Keramika, Keramika, Risba, Líníocht, Ceirmeacht, Dibuix, Ceràmica, Teckning, Keramik, Σχέδιο, Drawing, Ceramic, Disegno, Ceramica, Dibujo, Cerámica, Joonistus, Kresba, Keramika, Marrazki, Zeramika, Desen, Ceramică",marking,In Copyright,,N/A,,0,,0,,0,,0,no match,0,0,0,0,0,0,0,0,"http://data.europeana.eu/concept/31, http://data.europeana.eu/concept/35, document, drawing, ceramic, document, dessin, céramique",02/11/2016 00:00:00,02/11/2016 00:00:00,épave du Prince de Conty,"wreck of the Prince of Conty, épave du Prince de Conty, ""Vue du dessin de la théière de porcelaine à décor bleu (fouille M. LHour/DRASSM).""","Underwater Archaeology, Archéologie sous-marine",No date available,,-693961,-693961,0,0,0,0,0,0,0,0,0
,,0,0,0,0,0,,-,France,No Info,,no match,,/03929/public_mistral_memoire_fr_ACTION_CHERCHER_FIELD_1_REF_VALUE_1_ARN01_20085600190,https://www.europeana.eu/item/03929/public_mistral_memoire_fr_ACTION_CHERCHER_FIELD_1_REF_VALUE_1_ARN01_20085600190?utm_source=api&utm_medium=api&utm_campaign=reeditaccif,,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.culture.gouv.fr%2FWave%2Fimage%2Fmemoire%2F1656%2Farn01_20085600190za_v.jpg&type=IMAGE,N/A,ceramic,"Ministry of Culture and Communication, Regional Archaeology Service",,Moteur Collections,Keramik,ceramic,In Copyright,,N/A,,0,,0,,0,,0,no match,0,0,0,0,0,0,0,0,"http://data.europeana.eu/concept/31, furniture, ceramic, mobilier, céramique",02/11/2016 00:00:00,02/11/2016 00:00:00,wreck of the Prince of Conty,"wreck of the Prince of Conty, épave du Prince de Conty, ""Vue dune théière en porcelaine à décor bleu (fouille M. LHour/DRASSM).""","Underwater Archaeology, Archéologie sous-marine",No date available,,-693961,-693961,0,0,0,0,0,0,0,0,0
,,0,0,0,0,0,,-,France,No Info,,no match,,/03929/public_mistral_memoire_fr_ACTION_CHERCHER_FIELD_1_REF_VALUE_1_ARN01_20085600188,https://www.europeana.eu/item/03929/public_mistral_memoire_fr_ACTION_CHERCHER_FIELD_1_REF_VALUE_1_ARN01_20085600188?utm_source=api&utm_medium=api&utm_campaign=reeditaccif,,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.culture.gouv.fr%2FWave%2Fimage%2Fmemoire%2F1656%2Farn01_20085600188za_v.jpg&type=IMAGE,N/A,ceramic,"Ministry of Culture and Communication, Regional Archaeology Service",,Moteur Collections,"Keramik, Metall, Metalli, Металл, Керамика, Metal, Cerâmica, Метал, Керамика, Metalai, Keramika, Metāls, Keramika, Kovine, Keramika, Métal",ceramic,In Copyright,,N/A,,0,,0,,0,,0,no match,0,0,0,0,0,0,0,0,"http://data.europeana.eu/concept/1766, http://data.europeana.eu/concept/31, furniture, ceramic, metal, mobilier, céramique, métal",02/11/2016 00:00:00,02/11/2016 00:00:00,épave du Prince de Conty,"wreck of the Prince of Conty, épave du Prince de Conty, ""Vue dune théière en porcelaine à décor bleu et trois lingots dor (fouille M. LHour/DRASSM).""","Underwater Archaeology, Archéologie sous-marine",No date available,,-693961,-693961,0,0,0,0,0,0,0,0,0
,,0,0,0,0,0,,-,France,No Info,,no match,,/03929/public_mistral_memoire_fr_ACTION_CHERCHER_FIELD_1_REF_VALUE_1_ARN01_20085600189,https://www.europeana.eu/item/03929/public_mistral_memoire_fr_ACTION_CHERCHER_FIELD_1_REF_VALUE_1_ARN01_20085600189?utm_source=api&utm_medium=api&utm_campaign=reeditaccif,,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.culture.gouv.fr%2FWave%2Fimage%2Fmemoire%2F1656%2Farn01_20085600189za_v.jpg&type=IMAGE,N/A,ceramic,"Ministry of Culture and Communication, Regional Archaeology Service",,Moteur Collections,Keramik,ceramic,In Copyright,,N/A,,0,,0,,0,,0,no match,0,0,0,0,0,0,0,0,"http://data.europeana.eu/concept/1766, http://data.europeana.eu/concept/31, furniture, ceramic, metal, mobilier, céramique, métal",02/11/2016 00:00:00,02/11/2016 00:00:00,épave du Prince de Conty,"wreck of the Prince of Conty, épave du Prince de Conty, ""Vue dune théière en porcelaine à décor bleu et trois lingots dor (fouille M. LHour/DRASSM).""","Underwater Archaeology, Archéologie sous-marine",No date available,,-693961,-693961,0,0,0,0,0,0,0,0,0
,,0,0,0,0,0,,-,France,No Info,,no match,,/03929/public_mistral_memoire_fr_ACTION_CHERCHER_FIELD_1_REF_VALUE_1_ARN01_20085600187,https://www.europeana.eu/item/03929/public_mistral_memoire_fr_ACTION_CHERCHER_FIELD_1_REF_VALUE_1_ARN01_20085600187?utm_source=api&utm_medium=api&utm_campaign=reeditaccif,,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.culture.gouv.fr%2FWave%2Fimage%2Fmemoire%2F1656%2Farn01_20085600187za_v.jpg&type=IMAGE,N/A,ceramic,"Ministry of Culture and Communication, Regional Archaeology Service",,Moteur Collections,Keramik,ceramic,In Copyright,,N/A,,0,,0,,0,,0,no match,0,0,0,0,0,0,0,0,"http://data.europeana.eu/concept/1766, http://data.europeana.eu/concept/31, furniture, ceramic, metal, mobilier, céramique, métal",02/11/2016 00:00:00,02/11/2016 00:00:00,épave du Prince de Conty,"wreck of the Prince of Conty, épave du Prince de Conty, ""Vue dune théière en porcelaine à décor bleu et trois lingots dor (fouille M. LHour/DRASSM).""","Underwater Archaeology, Archéologie sous-marine",No date available,,-693961,-693961,0,0,0,0,0,0,0,0,0
,,0,0,0,0,0,,-,France,No Info,,no match,,/03929/public_mistral_memoire_fr_ACTION_CHERCHER_FIELD_1_REF_VALUE_1_ARN01_20085600186,https://www.europeana.eu/item/03929/public_mistral_memoire_fr_ACTION_CHERCHER_FIELD_1_REF_VALUE_1_ARN01_20085600186?utm_source=api&utm_medium=api&utm_campaign=reeditaccif,,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.culture.gouv.fr%2FWave%2Fimage%2Fmemoire%2F1656%2Farn01_20085600186za_v.jpg&type=IMAGE,N/A,ceramic,"Ministry of Culture and Communication, Regional Archaeology Service",,Moteur Collections,Keramik,ceramic,In Copyright,,N/A,,0,,0,,0,,0,no match,0,0,0,0,0,0,0,0,"http://data.europeana.eu/concept/1766, http://data.europeana.eu/concept/31, furniture, ceramic, metal, mobilier, céramique, métal",02/11/2016 00:00:00,02/11/2016 00:00:00,épave du Prince de Conty,"wreck of the Prince of Conty, épave du Prince de Conty, ""Vue dune théière en porcelaine à décor bleu et trois lingots dor (fouille M. LHour/DRASSM).""","Underwater Archaeology, Archéologie sous-marine",No date available,,-693961,-693961,0,0,0,0,0,0,0,0,0
,,0,0,0,0,0,,-,France,No Info,,no match,,/03929/public_mistral_memoire_fr_ACTION_CHERCHER_FIELD_1_REF_VALUE_1_ARN01_20085600185,https://www.europeana.eu/item/03929/public_mistral_memoire_fr_ACTION_CHERCHER_FIELD_1_REF_VALUE_1_ARN01_20085600185?utm_source=api&utm_medium=api&utm_campaign=reeditaccif,,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.culture.gouv.fr%2FWave%2Fimage%2Fmemoire%2F1656%2Farn01_20085600185za_v.jpg&type=IMAGE,N/A,ceramic,"Ministry of Culture and Communication, Regional Archaeology Service",,Moteur Collections,Keramik,ceramic,In Copyright,,N/A,,0,,0,,0,,0,no match,0,0,0,0,0,0,0,0,"http://data.europeana.eu/concept/1766, http://data.europeana.eu/concept/31, furniture, ceramic, metal, mobilier, céramique, métal",02/11/2016 00:00:00,02/11/2016 00:00:00,épave du Prince de Conty,"wreck of the Prince of Conty, épave du Prince de Conty, ""Vue dune théière de porcelaine à décor bleu et de trois lingots dor (vue des deux faces prise avec un miroir) (fouille M. LHour/DRASSM).""","Underwater Archaeology, Archéologie sous-marine",No date available,,-693961,-693961,0,0,0,0,0,0,0,0,0
,,0,0,0,0,0,,-,France,No Info,,no match,,/03929/public_mistral_memoire_fr_ACTION_CHERCHER_FIELD_1_REF_VALUE_1_ARN01_20085600169,https://www.europeana.eu/item/03929/public_mistral_memoire_fr_ACTION_CHERCHER_FIELD_1_REF_VALUE_1_ARN01_20085600169?utm_source=api&utm_medium=api&utm_campaign=reeditaccif,,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.culture.gouv.fr%2FWave%2Fimage%2Fmemoire%2F1656%2Farn01_20085600169za_v.jpg&type=IMAGE,N/A,ceramic,"Ministry of Culture and Communication, Regional Archaeology Service",,Moteur Collections,Keramik,ceramic,In Copyright,,N/A,,0,,0,,0,,0,no match,0,0,0,0,0,0,0,0,"http://data.europeana.eu/concept/31, surface work, ceramic, travail en surface, céramique",02/11/2016 00:00:00,02/11/2016 00:00:00,épave du Prince de Conty,"wreck of the Prince of Conty, épave du Prince de Conty, ""Vue de la remontée dune théière de porcelaine à décor bleu (fouille M. LHour/DRASSM).""","Underwater Archaeology, Archéologie sous-marine",No date available,,-693961,-693961,0,0,0,0,0,0,0,0,0
