10Verdeling,5Verdeling,Average Side,Average Side (per 1 cm),Average Side (per 2cm),Average Year,AverageSide5,Cities,Combined First Second Year,Country of Organisation,Country of Origin,Country2,Crossextended Format,DateOrigin (edmTimespanLabel),EID,EuropeanaLink (guid),First Fourdigits Year Number,ImagePreviewCleaned (edmPreview),Language,Materials,Organisation (Data Provider),Place Label,Provider Cleaned,RelatedConceptsCleaned (edmConceptPrefLabelLangAware),RelatedCOnceptsCleanedClusteredReconciledExtractedNoDuplicates (EdmConceptLabel),Rights,Second Four Digits Year Number,Short Description,Size Diameter,Size Diameter (per 1cm),Size Height,Size Height (per 1cm),Size Length,Size Length (per 1cm),Size Width,Size Width (per 1cm),Size(Extent),SizeDiameter2,SizeDiameter5,SizeHeight2,SizeHeight5,SizeLength2,SizeLength5,SizeWidth2,SizeWidth5,Subject,Timestamp Created,Timestamp Update,Title (title),TitleLongCleaned (dcTitleLangAware),Type,Year Cleaned,Year Of Origin (per 25),100Verdeling,50Verdeling,Hcopy,Latitude Average,Lcopy,Longitude Average,Size Diameter COPY,Size Height COPY,Size Length COPY,Size Width COPY,Wcopy
,,0,0,0,0,0,Liestal,-,Switzerland,Switzerland,Liestal,,1. Hälfte 20. Jahrhundert,/2058611/_kimnet_cho_bbea2cab_8706_468e_bec9_424661f764eb,https://www.europeana.eu/item/2058611/_kimnet_cho_bbea2cab_8706_468e_bec9_424661f764eb?utm_source=api&utm_medium=api&utm_campaign=reeditaccif,,https://api.europeana.eu/thumbnail/v2/url.json?uri=https%3A%2F%2Fapi.kimnet.ch%2Fmedia%2Fimdas-pro-ambl%2F_previews_%2Fbbea2cab-8706-468e-bec9-424661f764eb_001.jpg&type=IMAGE,"Deutsch, de",tribe,Archaeology and Museum Baselland,Liestal,CARARE,"Ethnologie, Porzellan, Messing, Kansatiede, Posliini, Messinki, Фарфор, Латунь, Этнология, Porcelana, Latão, Etnologia, Месинг, Етнология, Порцелан, Porcelianas, Etnologija, Žalvaris, Etnoloģija, Porcelāns, Misiņš, Porculan, Etnologija, Mjed, Porcelaine, Ethnologie, Laiton, Sárgaréz, Porcelán, Etnológia, Mosadz, Porcelán, Etnológia, Medenina, Etnologija, Porcelan, Prás, Eitneolaíocht, Poirceallán, Llautó, Porcellana, Etnologia, Mässing, Etnologi, Porslin, Ορείχαλκος, Πορσελάνη, Εθνολογία, Porcelain, Brass, sewing (needleworking technique), Ethnology, Ottone, Porcelana, Latón, cosido (proceso), Etnología, Portselan, Messing, Etnoloogia, Etnologie, Porcelán, Mosaz, Letoi, Etnologia, Portzelana, Porcelana, Mosiądz, Etnologia, Etnologie, Porțelan, Alamă, Etnologi, Porcelæn, Messing, naaien (naaldwerkprocedé), Etnologie, Messing, Porselein",tribe,CC BY-SA 4.0,,"Ovaler Korb, geflochten, mit zwei einfachen Henkeln aus Messing. Gepolsterte Auskleidung aus rot gemustertem Stoff (Textildruck) mit zwei Aussparungen, darin eine Teekanne aus Porzellan, blau bemalt, mit einfachem Henkel aus Draht und eine Teetasse aus Porzellan, blau bemalt, mit chinesischen (?) Schriftzeichen auf dem Tassenboden. Der Korb wird mit einem einfachen Verschluss aus Messing geschlossen.",,0,,0,,0,,0,,0,0,0,0,0,0,0,0,"Ethnologie, Frischhaltegefässe, Kühlgefässe,  http://vocab.getty.edu/aat/300053658, http://data.europeana.eu/concept/121",13/05/2020 00:00:00,11/12/2024 00:00:00,Isolierkorb für Teekanne,Isolierkorb für Teekanne,"Porzellan, Textildruck, genäht, geflochten,  http://data.europeana.eu/concept/1757",No date available,,-693961,-693961,0,"47,485207",0,"7,7353897",0,0,0,0,0
,,0,0,0,0,0,,,,No Info,,,,,,,,,porcelain,,,,,porcelain,No Data,,,,0,,0,,0,,0,,0,0,0,0,0,0,0,0,,,,,,,,,-693961,-693961,0,,0,,0,0,0,0,0
,,0,0,0,0,0,,,,No Info,,,,,,,,,brass,,,,,brass,No Data,,,,0,,0,,0,,0,,0,0,0,0,0,0,0,0,,,,,,,,,-693961,-693961,0,,0,,0,0,0,0,0
,,0,0,0,0,0,,,,No Info,,,,,,,,,etnologia Suomessa,,,,,etnologia Suomessa,No Data,,,,0,,0,,0,,0,,0,0,0,0,0,0,0,0,,,,,,,,,-693961,-693961,0,,0,,0,0,0,0,0
,,0,0,0,0,0,,,,No Info,,,,,,,,,metal,,,,,metal,No Data,,,,0,,0,,0,,0,,0,0,0,0,0,0,0,0,,,,,,,,,-693961,-693961,0,,0,,0,0,0,0,0
,,0,0,0,0,0,,,,No Info,,,,,,,,,Rechtsethnologie,,,,,Rechtsethnologie,No Data,,,,0,,0,,0,,0,,0,0,0,0,0,0,0,0,,,,,,,,,-693961,-693961,0,,0,,0,0,0,0,0
,,0,0,0,0,0,,,,No Info,,,,,,,,,Düşman mısın Aşık mı?,,,,,Reprodução de Impresso,No Data,,,,0,,0,,0,,0,,0,0,0,0,0,0,0,0,,,,,,,,,-693961,-693961,0,,0,,0,0,0,0,0
,,0,0,0,0,0,,,,No Info,,,,,,,,,bronze,,,,,a Pesagem do Sol com o Astrolábio Portátil de Latão e Observação com a Balestilha em Uma Náu Portuguesa do Séc. XVi,No Data,,,,0,,0,,0,,0,,0,0,0,0,0,0,0,0,,,,,,,,,-693961,-693961,0,,0,,0,0,0,0,0
,,0,0,0,0,0,,,,No Info,,,,,,,,,Laitonjam,,,,,zinc-brass family,No Data,,,,0,,0,,0,,0,,0,0,0,0,0,0,0,0,,,,,,,,,-693961,-693961,0,,0,,0,0,0,0,0
,,0,0,0,0,0,,,,No Info,,,,,,,,,meadow,,,,,Düşman mısın Aşık mı?,No Data,,,,0,,0,,0,,0,,0,0,0,0,0,0,0,0,,,,,,,,,-693961,-693961,0,,0,,0,0,0,0,0
,,0,0,0,0,0,,,,No Info,,,,,,,,,Turban Band (Llauto),,,,,bronze,No Data,,,,0,,0,,0,,0,,0,0,0,0,0,0,0,0,,,,,,,,,-693961,-693961,0,,0,,0,0,0,0,0
,,0,0,0,0,0,,,,No Info,,,,,,,,,fancy sewing,,,,,Laitonjam,No Data,,,,0,,0,,0,,0,,0,0,0,0,0,0,0,0,,,,,,,,,-693961,-693961,0,,0,,0,0,0,0,0
,,0,0,0,0,0,,,,No Info,,,,,,,,,ethnological terminology,,,,,meadow,No Data,,,,0,,0,,0,,0,,0,0,0,0,0,0,0,0,,,,,,,,,-693961,-693961,0,,0,,0,0,0,0,0
,,0,0,0,0,0,,,,No Info,,,,,,,,,sign,,,,,Turban Band (Llauto),No Data,,,,0,,0,,0,,0,,0,0,0,0,0,0,0,0,,,,,,,,,-693961,-693961,0,,0,,0,0,0,0,0
,,0,0,0,0,0,,,,No Info,,,,,,,,,,,,,,fancy sewing,No Data,,,,0,,0,,0,,0,,0,0,0,0,0,0,0,0,,,,,,,,,-693961,-693961,0,,0,,0,0,0,0,0
,,0,0,0,0,0,,,,No Info,,,,,,,,,,,,,,ethnological terminology,No Data,,,,0,,0,,0,,0,,0,0,0,0,0,0,0,0,,,,,,,,,-693961,-693961,0,,0,,0,0,0,0,0
,,0,0,0,0,0,,,,No Info,,,,,,,,,,,,,,nickel brass,No Data,,,,0,,0,,0,,0,,0,0,0,0,0,0,0,0,,,,,,,,,-693961,-693961,0,,0,,0,0,0,0,0
,,0,0,0,0,0,,,,No Info,,,,,,,,,,,,,,tombac,No Data,,,,0,,0,,0,,0,,0,0,0,0,0,0,0,0,,,,,,,,,-693961,-693961,0,,0,,0,0,0,0,0
,,0,0,0,0,0,,,,No Info,,,,,,,,,,,,,,sign,No Data,,,,0,,0,,0,,0,,0,0,0,0,0,0,0,0,,,,,,,,,-693961,-693961,0,,0,,0,0,0,0,0
,,0,0,0,0,0,Krajan Browary Kujawsko-Pomorskie,-,Poland,Poland,Krajan Browary Kujawsko-Pomorskie,,,/628/Pb_100940,https://www.europeana.eu/item/628/Pb_100940?utm_source=api&utm_medium=api&utm_campaign=reeditaccif,,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.pictures-bank.eu%2Fpokazobrazek2.php%3Ffileno%3D100940&type=IMAGE,"pl, pol",Töpferei,The International Center for Information Management Systems and Services,"  Kujawsko-Pomorskie,   Włocławek,   Влоцлавек,   Vloclaveka,   Βουοτσουάβεκ",MUSEU,"Töpferei, Ton, Email, Kunsthandwerk, Teekanne, 2022, Essgeschirr, Гончарное производство, Глина, посуда, Эмаль, народный художественный промысел, 2022, эмаль, глина, заварочный чайник, гончарное производство, keramiikka, Keramiikka, käsityö, teekannu, savi, Savi, astia, 2022, Emali, bule, Esmalte, argila, Olaria, Argila, 2022, esmalte, artesanato, aparelho de mesa, olaria, Чайник, Глина, Емайл, Занаят, Грънчарство, Emalis, Molis, indas, Puodininkystė, Amatai, Arbatinukas, trauki, Emalja, amatniecība, Podniecība, Māls, emalja, māls, Obrt, Čajnik, Lončarstvo, Emajl, posuđe, Glina, Poterie, argile, vaisselle, Émail, théière, émail, poterie, 2022, artisanat, Argile, kézművesség, Tűzzománc, tűzzománc, Fazekasság, 2022, teríték, fazekasság, Agyag, agyag, smalt, Smalt, Íl, riad, Lončarstvo, Emajl, rokodelstvo, 2022, emajl, glina, čajnik, lončarstvo, namizni pribor, Glina, Cruan, lámhcheird, Potaireacht, Ruacan, 2022, gréithe, Cré, cré, Terrissa, artesania, argila, tetera, terrissa, vaixella, Argila, 2022, esmalt, Esmalt, emalj, konsthantverk, tekanna, Emalj, Krukmakeri, 2022, lera, krukmakeri, Lera, Αγγειοπλαστική, υαλώδες σμάλτο, χειροτεχνία, Τσαγιέρα, 2022, Υαλώδες σμάλτο, Άργιλος, αγγειοπλαστική, Clay, vitreous enamel, pottery, tableware, Vitreous enamel, Pottery, 2022, teapot, handicraft, clay, lavorazione della ceramica, stoviglia, Argilla, artigianato, Lavorazione della ceramica, 2022, smalto, teiera, Smalto, argilla, artesanía, Esmalte, arcilla, tetera, 2022, alfarería, Alfarería, Arcilla, esmalte, vajilla, Email, savi, Savinõu, Savi, teekann, lauanõu, Käsitöö, Eskulangintza, Eltzegintza, Esmalte, ontziteria, Buztin, teontzi, hrnčířství, Hrnčířství, Jíl, smalt, jíl, ruční práce, čajová konvice, Smalt, nádobí, Garncarstwo, rzemiosło artystyczne, Emalia, glina, zastawa stołowa, garncarstwo, Glina, emalia, imbryk, Email, olărit, veselă, lucru manual, Argilă, Ceainic, email, Olărit, Emalje, Pottemagerkunst, kunsthåndværk, tekande, service, Ler, ler, emalje, vaatwerk, Email, pottenbakken, ambachtelijk, Klei, klei, theepot, 2022, Pottenbakken, email",Töpferei,CC BY 4.0,,"Ceramic teapots and cups on display in the shop at  Chopina 57 Street in Włocławek, offering, among others, traditional Wloclawek faience.Hand-decorated ceramics according to original, recognizable designs by artists from Włocławek was especially popular in Poland in the 1970s. The faience factory in Włocławek was opened in 1873. It mainly produced kitchen utensils. At that time, the first attempts to decorate products with multi-colored floral motifs were introduced.After the Second World War, the factory renewed the production of hand-made and painted fine tin-glazed pottery, which became extremely fashionable in the seventies. The artists employed there created original designs. At that time, series in cobalt, brown and purple were created. This production was closed in 1990.After years of break, the new owners, Ewa and Jerzy Szanowski, started this activity in 2002, returning to the traditional production and manual painting of faience products, introducing new forms and decorative motifs. In 2021, after the collapse caused by the lockdowns related to the COVID-19 pandemic, they decided to shut down. In June 2021, the company was taken over by the new owner, Tyberiusz Rajs, who decided to maintain the tradition and develop the production of Wloclawek faience. In July 2021, production was resumed.The style of hand-made and decorated faience products is also continued by local craftsmen.', 'Filiżanki i czajniczki z fajansu włocławskiego. Fajans  włocławski, ręcznie wytwarzany i zdobiony ręcznie według autorskich projektów artystów plastyków. Rozpoznawalna ceramika włocławska, szczególnie popularna w Polsce w latach 1970-tych. Ceramika z wystawy w sklepie firmowym Fabryki Fajansu przy ul. Chopina 57 we Włocławku. Fabryka fajansu we Włocławku została otwarta w 1873 r. Produkowano w niej głównie naczynia kuchenne. Wprowadzono wówczas pierwsze próby zdobienia produktów wielobarwnymi motywami kwiatowymi.Po drugiej wojnie światowej fabryka wznowiła produkcję ręcznie wytwarzanego i malowanego fajansu, który stał się nadzwyczaj modny w latach siedemdziesiątych. Zatrudnieni tam artyści plastycy tworzyli autorskie wzory. Powstawały wówczas serie kobaltowe, brązowe, zielone, a później też w purpurze. W roku 1990 fabrykę zamknięto. Podjęli tę działalność w 2002 r. nowi, prywatni właściciele Ewa i Jerzy Szanowscy, wracając do tradycyjnego wyrabiania oraz ręcznego malowania wyrobów fajansowych. Wprowadzono wtedy także nowe formy i motywy dekoracyjne. W roku 2021, po zapaści spowodowanej lockdownami związanymi z pandemią COVID-19 właściciele postanowili zakończyć działalność. W czerwcu 2021 firmę przejął nowy właściciel Tyberiusz Rajs, który zdecydował się utrzymać tradycję i rozwinąć produkcję włocławskich fajansów co nastąpiło w lipcu 2021.",,0,,0,,0,,0,,0,0,0,0,0,0,0,0,"http://www.wikidata.org/entity/Q877729, http://www.wikidata.org/entity/Q11642, http://data.europeana.eu/concept/199",21/08/2023 00:00:00,21/08/2023 00:00:00,Ceramic teapots and cups,"Ceramic teapots and cups, Fajans włocławski","http://www.wikidata.org/entity/Q245005, http://www.wikidata.org/entity/Q851782",No date available,,-693961,-693961,0,"52,7621775",0,"18,9152075",0,0,0,0,0
,,0,0,0,0,0,Włocławek,,,No Info,Włocławek,,,,,,,,enamel,,,,,ton,No Data,,,,0,,0,,0,,0,,0,0,0,0,0,0,0,0,,,,,,,,,-693961,-693961,0,,0,,0,0,0,0,0
,,0,0,0,0,0,,,,No Info,,,,,,,,,handcraft shop,,,,,enamel,No Data,,,,0,,0,,0,,0,,0,0,0,0,0,0,0,0,,,,,,,,,-693961,-693961,0,,0,,0,0,0,0,0
,,0,0,0,0,0,,,,No Info,,,,,,,,,teapot,,,,,handcraft shop,No Data,,,,0,,0,,0,,0,,0,0,0,0,0,0,0,0,,,,,,,,,-693961,-693961,0,,0,,0,0,0,0,0
,,0,0,0,0,0,,,,No Info,,,,,,,,,clay,,,,,teapot,No Data,,,,0,,0,,0,,0,,0,0,0,0,0,0,0,0,,,,,,,,,-693961,-693961,0,,0,,0,0,0,0,0
,,0,0,0,0,0,,,,No Info,,,,,,,,,ceramic,,,,,tableware,No Data,,,,0,,0,,0,,0,,0,0,0,0,0,0,0,0,,,,,,,,,-693961,-693961,0,,0,,0,0,0,0,0
,,0,0,0,0,0,,,,No Info,,,,,,,,,художественная эмаль,,,,,clay,No Data,,,,0,,0,,0,,0,,0,0,0,0,0,0,0,0,,,,,,,,,-693961,-693961,0,,0,,0,0,0,0,0
,,0,0,0,0,0,,,,No Info,,,,,,,,,jajim,,,,,ceramic,No Data,,,,0,,0,,0,,0,,0,0,0,0,0,0,0,0,,,,,,,,,-693961,-693961,0,,0,,0,0,0,0,0
,,0,0,0,0,0,,,,No Info,,,,,,,,,sloyd,,,,,художественная эмаль,No Data,,,,0,,0,,0,,0,,0,0,0,0,0,0,0,0,,,,,,,,,-693961,-693961,0,,0,,0,0,0,0,0
,,0,0,0,0,0,,,,No Info,,,,,,,,,pottery ware,,,,,jajim,No Data,,,,0,,0,,0,,0,,0,0,0,0,0,0,0,0,,,,,,,,,-693961,-693961,0,,0,,0,0,0,0,0
,,0,0,0,0,0,,,,No Info,,,,,,,,,handicraft,,,,,sloyd,No Data,,,,0,,0,,0,,0,,0,0,0,0,0,0,0,0,,,,,,,,,-693961,-693961,0,,0,,0,0,0,0,0
,,0,0,0,0,0,,,,No Info,,,,,,,,,kettle,,,,,smalt,No Data,,,,0,,0,,0,,0,,0,0,0,0,0,0,0,0,,,,,,,,,-693961,-693961,0,,0,,0,0,0,0,0
,,0,0,0,0,0,,,,No Info,,,,,,,,,clockmaking,,,,,pottery ware,No Data,,,,0,,0,,0,,0,,0,0,0,0,0,0,0,0,,,,,,,,,-693961,-693961,0,,0,,0,0,0,0,0
,,0,0,0,0,0,,,,No Info,,,,,,,,,craft production,,,,,handicraft,No Data,,,,0,,0,,0,,0,,0,0,0,0,0,0,0,0,,,,,,,,,-693961,-693961,0,,0,,0,0,0,0,0
,,0,0,0,0,0,,,,No Info,,,,,,,,,trade,,,,,kettle,No Data,,,,0,,0,,0,,0,,0,0,0,0,0,0,0,0,,,,,,,,,-693961,-693961,0,,0,,0,0,0,0,0
,,0,0,0,0,0,,,,No Info,,,,,,,,,pottery manufactory,,,,,vitreous enamel,No Data,,,,0,,0,,0,,0,,0,0,0,0,0,0,0,0,,,,,,,,,-693961,-693961,0,,0,,0,0,0,0,0
,,0,0,0,0,0,,,,No Info,,,,,,,,,Ancient Egyptian pottery,,,,,clockmaking,No Data,,,,0,,0,,0,,0,,0,0,0,0,0,0,0,0,,,,,,,,,-693961,-693961,0,,0,,0,0,0,0,0
,,0,0,0,0,0,,,,No Info,,,,,,,,,Tatai fazekasság,,,,,craft production,No Data,,,,0,,0,,0,,0,,0,0,0,0,0,0,0,0,,,,,,,,,-693961,-693961,0,,0,,0,0,0,0,0
,,0,0,0,0,0,,,,No Info,,,,,,,,,Moroccan riad,,,,,trade,No Data,,,,0,,0,,0,,0,,0,0,0,0,0,0,0,0,,,,,,,,,-693961,-693961,0,,0,,0,0,0,0,0
,,0,0,0,0,0,,,,No Info,,,,,,,,,Japanese craft,,,,,pottery manufactory,No Data,,,,0,,0,,0,,0,,0,0,0,0,0,0,0,0,,,,,,,,,-693961,-693961,0,,0,,0,0,0,0,0
,,0,0,0,0,0,,,,No Info,,,,,,,,,alcohol consumption,,,,,Ancient Egyptian pottery,No Data,,,,0,,0,,0,,0,,0,0,0,0,0,0,0,0,,,,,,,,,-693961,-693961,0,,0,,0,0,0,0,0
,,0,0,0,0,0,,,,No Info,,,,,,,,,brickworks,,,,,Tatai fazekasság,No Data,,,,0,,0,,0,,0,,0,0,0,0,0,0,0,0,,,,,,,,,-693961,-693961,0,,0,,0,0,0,0,0
,,0,0,0,0,0,,,,No Info,,,,,,,,,bead,,,,,Moroccan riad,No Data,,,,0,,0,,0,,0,,0,0,0,0,0,0,0,0,,,,,,,,,-693961,-693961,0,,0,,0,0,0,0,0
,,0,0,0,0,0,,,,No Info,,,,,,,,,angioplasty,,,,,Japanese craft,No Data,,,,0,,0,,0,,0,,0,0,0,0,0,0,0,0,,,,,,,,,-693961,-693961,0,,0,,0,0,0,0,0
,,0,0,0,0,0,,,,No Info,,,,,,,,,earthenware,,,,,alcohol consumption,No Data,,,,0,,0,,0,,0,,0,0,0,0,0,0,0,0,,,,,,,,,-693961,-693961,0,,0,,0,0,0,0,0
,,0,0,0,0,0,,,,No Info,,,,,,,,,cutlery,,,,,brickworks,No Data,,,,0,,0,,0,,0,,0,0,0,0,0,0,0,0,,,,,,,,,-693961,-693961,0,,0,,0,0,0,0,0
,,0,0,0,0,0,,,,No Info,,,,,,,,,Alfarería de fuego,,,,,bead,No Data,,,,0,,0,,0,,0,,0,0,0,0,0,0,0,0,,,,,,,,,-693961,-693961,0,,0,,0,0,0,0,0
,,0,0,0,0,0,,,,No Info,,,,,,,,,Tunisian crochet,,,,,angioplasty,No Data,,,,0,,0,,0,,0,,0,0,0,0,0,0,0,0,,,,,,,,,-693961,-693961,0,,0,,0,0,0,0,0
,,0,0,0,0,0,,,,No Info,,,,,,,,,Zlakusa pottery making,,,,,earthenware,No Data,,,,0,,0,,0,,0,,0,0,0,0,0,0,0,0,,,,,,,,,-693961,-693961,0,,0,,0,0,0,0,0
,,0,0,0,0,0,,,,No Info,,,,,,,,,Teapot with Lid,,,,,cutlery,No Data,,,,0,,0,,0,,0,,0,0,0,0,0,0,0,0,,,,,,,,,-693961,-693961,0,,0,,0,0,0,0,0
,,0,0,0,0,0,,,,No Info,,,,,,,,,Oláritó,,,,,Alfarería de fuego,No Data,,,,0,,0,,0,,0,,0,0,0,0,0,0,0,0,,,,,,,,,-693961,-693961,0,,0,,0,0,0,0,0
,,0,0,0,0,0,,,,No Info,,,,,,,,,table service,,,,,Tunisian crochet,No Data,,,,0,,0,,0,,0,,0,0,0,0,0,0,0,0,,,,,,,,,-693961,-693961,0,,0,,0,0,0,0,0
,,0,0,0,0,0,,,,No Info,,,,,,,,,pottery studio,,,,,Zlakusa pottery making,No Data,,,,0,,0,,0,,0,,0,0,0,0,0,0,0,0,,,,,,,,,-693961,-693961,0,,0,,0,0,0,0,0
,,0,0,0,0,0,,,,No Info,,,,,,,,,small-scale fisheries,,,,,Teapot with Lid,No Data,,,,0,,0,,0,,0,,0,0,0,0,0,0,0,0,,,,,,,,,-693961,-693961,0,,0,,0,0,0,0,0
,,0,0,0,0,0,,,,No Info,,,,,,,,,,,,,,Oláritó,No Data,,,,0,,0,,0,,0,,0,0,0,0,0,0,0,0,,,,,,,,,-693961,-693961,0,,0,,0,0,0,0,0
,,0,0,0,0,0,,,,No Info,,,,,,,,,,,,,,table service,No Data,,,,0,,0,,0,,0,,0,0,0,0,0,0,0,0,,,,,,,,,-693961,-693961,0,,0,,0,0,0,0,0
,,0,0,0,0,0,,,,No Info,,,,,,,,,,,,,,pottery studio,No Data,,,,0,,0,,0,,0,,0,0,0,0,0,0,0,0,,,,,,,,,-693961,-693961,0,,0,,0,0,0,0,0
,,0,0,0,0,0,,,,No Info,,,,,,,,,,,,,,small-scale fisheries,No Data,,,,0,,0,,0,,0,,0,0,0,0,0,0,0,0,,,,,,,,,-693961,-693961,0,,0,,0,0,0,0,0
,,0,0,0,0,0,Krajan Browary Kujawsko-Pomorskie,-,Poland,Poland,Krajan Browary Kujawsko-Pomorskie,,,/628/Pb_100941,https://www.europeana.eu/item/628/Pb_100941?utm_source=api&utm_medium=api&utm_campaign=reeditaccif,,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.pictures-bank.eu%2Fpokazobrazek2.php%3Ffileno%3D100941&type=IMAGE,"pl, pol",Töpferei,The International Center for Information Management Systems and Services,"  Kujawsko-Pomorskie,   Włocławek,   Влоцлавек,   Vloclaveka,   Βουοτσουάβεκ",MUSEU,Töpferei,Töpferei,CC BY 4.0,,"Ceramic teapots on display in the shop at  Chopina 57 Street in Włocławek, offering, among others, traditional Wloclawek faience.Hand-decorated ceramics according to original, recognizable designs by artists from Włocławek was especially popular in Poland in the 1970s. The faience factory in Włocławek was opened in 1873. It mainly produced kitchen utensils. At that time, the first attempts to decorate products with multi-colored floral motifs were introduced.After the Second World War, the factory renewed the production of hand-made and painted fine tin-glazed pottery, which became extremely fashionable in the seventies. The artists employed there created original designs. At that time, series in cobalt, brown and purple were created. This production was closed in 1990.After years of break, the new owners, Ewa and Jerzy Szanowski, started this activity in 2002, returning to the traditional production and manual painting of faience products, introducing new forms and decorative motifs. In 2021, after the collapse caused by the lockdowns related to the COVID-19 pandemic, they decided to shut down. In June 2021, the company was taken over by the new owner, Tyberiusz Rajs, who decided to maintain the tradition and develop the production of Wloclawek faience. In July 2021, production was resumed.The style of hand-made and decorated faience products is also continued by local craftsmen.', 'Imbryki z fajansu włocławskiego. Fajans  włocławski, ręcznie wytwarzany i zdobiony ręcznie według autorskich projektów artystów plastyków. Rozpoznawalna ceramika włocławska, szczególnie popularna w Polsce w latach 1970-tych. Ceramika z wystawy w sklepie firmowym Fabryki Fajansu przy ul. Chopina 57 we Włocławku. Fabryka fajansu we Włocławku została otwarta w 1873 r. Produkowano w niej głównie naczynia kuchenne. Wprowadzono wówczas pierwsze próby zdobienia produktów wielobarwnymi motywami kwiatowymi.Po drugiej wojnie światowej fabryka wznowiła produkcję ręcznie wytwarzanego i malowanego fajansu, który stał się nadzwyczaj modny w latach siedemdziesiątych. Zatrudnieni tam artyści plastycy tworzyli autorskie wzory. Powstawały wówczas serie kobaltowe, brązowe, zielone, a później też w purpurze. W roku 1990 fabrykę zamknięto. Podjęli tę działalność w 2002 r. nowi, prywatni właściciele Ewa i Jerzy Szanowscy, wracając do tradycyjnego wyrabiania oraz ręcznego malowania wyrobów fajansowych. Wprowadzono wtedy także nowe formy i motywy dekoracyjne. W roku 2021, po zapaści spowodowanej lockdownami związanymi z pandemią COVID-19 właściciele postanowili zakończyć działalność. W czerwcu 2021 firmę przejął nowy właściciel Tyberiusz Rajs, który zdecydował się utrzymać tradycję i rozwinąć produkcję włocławskich fajansów co nastąpiło w lipcu 2021.",,0,,0,,0,,0,,0,0,0,0,0,0,0,0,"http://www.wikidata.org/entity/Q877729, http://www.wikidata.org/entity/Q11642, http://data.europeana.eu/concept/199",21/08/2023 00:00:00,21/08/2023 00:00:00,Ceramic teapots,"Ceramic teapots, Fajans włocławski","http://www.wikidata.org/entity/Q245005, http://www.wikidata.org/entity/Q851782",No date available,,-693961,-693961,0,"52,7621775",0,"18,9152075",0,0,0,0,0
