dataframe_index,original_url,generated_filename,download_status,error_message
6652,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fsammlung.museumderdinge.de%2Fimages%2F305261-image.jpg&type=IMAGE,image_2846.jpg,Downloaded,
6653,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fsammlung.museumderdinge.de%2Fimages%2F305453-image.jpg&type=IMAGE,image_2847.jpg,Downloaded,
6654,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fsammlung.museumderdinge.de%2Fimages%2F305260-image.jpg&type=IMAGE,image_2848.jpg,Downloaded,
6655,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fsammlung.museumderdinge.de%2Fimages%2F282943-image.jpg&type=IMAGE,image_2849.jpg,Downloaded,
6656,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fsammlung.museumderdinge.de%2Fimages%2F272382-image.jpg&type=IMAGE,image_2850.jpg,Downloaded,
6657,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fsammlung.museumderdinge.de%2Fimages%2F282191-image.jpg&type=IMAGE,image_2851.jpg,Downloaded,
6658,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fsammlung.museumderdinge.de%2Fimages%2F272480-image.jpg&type=IMAGE,image_2852.jpg,Downloaded,
6659,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fsammlung.museumderdinge.de%2Fimages%2F272415-image.jpg&type=IMAGE,image_2853.jpg,Downloaded,
6660,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fsammlung.museumderdinge.de%2Fimages%2F274220-image.jpg&type=IMAGE,image_2854.jpg,Downloaded,
6661,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fsammlung.museumderdinge.de%2Fimages%2F305452-image.jpg&type=IMAGE,image_2855.jpg,Downloaded,
6662,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fsammlung.museumderdinge.de%2Fimages%2F272333-image.jpg&type=IMAGE,image_2856.jpg,Downloaded,
6663,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fsammlung.museumderdinge.de%2Fimages%2F247623-image.jpg&type=IMAGE,image_2857.jpg,Downloaded,
6664,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fsammlung.museumderdinge.de%2Fimages%2F272284-image.jpg&type=IMAGE,image_2858.jpg,Downloaded,
6665,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fsammlung.museumderdinge.de%2Fimages%2F294609-image.jpg&type=IMAGE,image_2859.jpg,Downloaded,
6666,https://api.europeana.eu/thumbnail/v2/url.json?uri=https%3A%2F%2Fgallica.bnf.fr%2Fiiif%2Fark%3A%2F12148%2Fbtv1b105005987%2Ff1%2Ffull%2F512%2C%2F0%2Fnative.jpg&type=IMAGE,image_2860.jpg,Downloaded,
6667,,,Skipped (Invalid URL),Empty or invalid URL found.
6668,,,Skipped (Invalid URL),Empty or invalid URL found.
6669,,,Skipped (Invalid URL),Empty or invalid URL found.
6670,,,Skipped (Invalid URL),Empty or invalid URL found.
6671,,,Skipped (Invalid URL),Empty or invalid URL found.
6672,https://api.europeana.eu/thumbnail/v2/url.json?uri=https%3A%2F%2Fgallica.bnf.fr%2Fiiif%2Fark%3A%2F12148%2Fbtv1b105082908%2Ff1%2Ffull%2F512%2C%2F0%2Fnative.jpg&type=IMAGE,image_2861.jpg,Downloaded,
6673,,,Skipped (Invalid URL),Empty or invalid URL found.
6674,,,Skipped (Invalid URL),Empty or invalid URL found.
6675,,,Skipped (Invalid URL),Empty or invalid URL found.
6676,https://api.europeana.eu/thumbnail/v2/url.json?uri=https%3A%2F%2Fgallica.bnf.fr%2Fiiif%2Fark%3A%2F12148%2Fbtv1b530993041%2Ff1%2Ffull%2F512%2C%2F0%2Fnative.jpg&type=IMAGE,image_2862.jpg,Downloaded,
6677,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.vino-online.net%2Fanschaubilder%2FBilder3%2F520316112174002.jpg&type=IMAGE,image_2863.jpg,Downloaded,
6678,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.vino-online.net%2Fanschaubilder%2FDigital46%2F2001340.JPG&type=IMAGE,image_2864.jpg,Downloaded,
6679,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.vino-online.net%2Fanschaubilder%2FDigital36%2F1991765.JPG&type=IMAGE,image_2865.jpg,Downloaded,
6680,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.vino-online.net%2Fanschaubilder%2FDigital35%2FGS13-4173.JPG&type=IMAGE,image_2866.jpg,Downloaded,
6681,,,Skipped (Invalid URL),Empty or invalid URL found.
6682,,,Skipped (Invalid URL),Empty or invalid URL found.
6683,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.vino-online.net%2Fanschaubilder%2FDigital31%2FGS13-602a.jpg&type=IMAGE,image_2867.jpg,Downloaded,
6684,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.vino-online.net%2Fanschaubilder%2FDigital29%2FGS9-2132.jpg&type=IMAGE,image_2868.jpg,Downloaded,
6685,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.vino-online.net%2Fanschaubilder%2FDigital28%2FGS9-1590.jpg&type=IMAGE,image_2869.jpg,Downloaded,
6686,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.vino-online.net%2Fanschaubilder%2FDigital28%2FGS9-1497.jpg&type=IMAGE,image_2870.jpg,Downloaded,
6687,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.vino-online.net%2Fanschaubilder%2FDigital28%2FGS9-933.jpg&type=IMAGE,image_2871.jpg,Downloaded,
6688,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.vino-online.net%2Fanschaubilder%2FDigital27%2FGS9-819.jpg&type=IMAGE,image_2872.jpg,Downloaded,
6689,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.vino-online.net%2Fanschaubilder%2FDigital27%2FGS9-817.jpg&type=IMAGE,image_2873.jpg,Downloaded,
6690,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.vino-online.net%2Fanschaubilder%2FDigital24%2FGS5-21a.jpg&type=IMAGE,image_2874.jpg,Downloaded,
6691,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.vino-online.net%2Fanschaubilder%2FBilder2%2F506920121565020.jpg&type=IMAGE,image_2875.jpg,Downloaded,
6692,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.vino-online.net%2Fanschaubilder%2FDigital24%2FGS4-94.jpg&type=IMAGE,image_2876.jpg,Downloaded,
6693,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.vino-online.net%2Fanschaubilder%2FDigital24%2FGS4-78.jpg&type=IMAGE,image_2877.jpg,Downloaded,
6694,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.vino-online.net%2Fanschaubilder%2FDigital23%2FGS3-84.jpg&type=IMAGE,image_2878.jpg,Downloaded,
6695,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.vino-online.net%2Fanschaubilder%2FDigital23%2FGS2-18a.jpg&type=IMAGE,image_2879.jpg,Downloaded,
6696,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.vino-online.net%2Fanschaubilder%2FDigital17%2F19861220.jpg&type=IMAGE,url.json_bda9d24a.jpg,Error,520 Server Error:  for url: https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.vino-online.net%2Fanschaubilder%2FDigital17%2F19861220.jpg&type=IMAGE
6697,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.vino-online.net%2Fanschaubilder%2FDigital16%2F1986382.jpg&type=IMAGE,image_2880.jpg,Downloaded,
6698,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.vino-online.net%2Fanschaubilder%2FBilder2%2F506816332139052.jpg&type=IMAGE,image_2881.jpg,Downloaded,
6699,,,Skipped (Invalid URL),Empty or invalid URL found.
6700,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.vino-online.net%2Fanschaubilder%2FDigital12%2F19816113.jpg&type=IMAGE,image_2882.jpg,Downloaded,
6701,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.vino-online.net%2Fanschaubilder%2FDigital3%2F19791498.jpg&type=IMAGE,image_2883.jpg,Downloaded,
6702,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.vino-online.net%2Fanschaubilder%2FDigital3%2F19791468.jpg&type=IMAGE,image_2884.jpg,Downloaded,
6703,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.vino-online.net%2Fanschaubilder%2FDigital2%2F19811593.jpg&type=IMAGE,image_2885.jpg,Downloaded,
6704,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.vino-online.net%2Fanschaubilder%2FBilder9%2F817740630008065.jpg&type=IMAGE,image_2886.jpg,Downloaded,
6705,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.vino-online.net%2Fanschaubilder%2FBilder9%2F817740630008066.jpg&type=IMAGE,image_2887.jpg,Downloaded,
6706,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.vino-online.net%2Fanschaubilder%2FBilder9%2F817740630008063.jpg&type=IMAGE,image_2888.jpg,Downloaded,
6707,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.vino-online.net%2Fanschaubilder%2FBilder9%2F817740630008030.jpg&type=IMAGE,image_2889.jpg,Downloaded,
6708,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.vino-online.net%2Fanschaubilder%2FBilder7%2F802131612097048.jpg&type=IMAGE,image_2890.jpg,Downloaded,
6709,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.vino-online.net%2Fanschaubilder%2FBilder7%2F802131610417036.jpg&type=IMAGE,image_2891.jpg,Downloaded,
6710,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.vino-online.net%2Fanschaubilder%2FBilder7%2F735431223055089.jpg&type=IMAGE,image_2892.jpg,Downloaded,
6711,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.vino-online.net%2Fanschaubilder%2FBilder6%2F635030911134053.jpg&type=IMAGE,image_2893.jpg,Downloaded,
6712,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.vino-online.net%2Fanschaubilder%2FDigital48%2F2005178.JPG&type=IMAGE,image_2894.jpg,Downloaded,
6713,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.vino-online.net%2Fanschaubilder%2FDigital47%2F2003788.JPG&type=IMAGE,image_2895.jpg,Downloaded,
6714,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.vino-online.net%2Fanschaubilder%2FDigital45%2F2000488.JPG&type=IMAGE,image_2896.jpg,Downloaded,
6715,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.vino-online.net%2Fanschaubilder%2FDigital44%2F19931116.JPG&type=IMAGE,image_2897.jpg,Downloaded,
6716,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.vino-online.net%2Fanschaubilder%2FDigital41%2F199522.JPG&type=IMAGE,image_2898.jpg,Downloaded,
6717,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.vino-online.net%2Fanschaubilder%2FDigital37%2F19701625.JPG&type=IMAGE,image_2899.jpg,Downloaded,
6718,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.vino-online.net%2Fanschaubilder%2FDigital31%2FGS13-405.jpg&type=IMAGE,image_2900.jpg,Downloaded,
6719,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.vino-online.net%2Fanschaubilder%2FDigital29%2FGS9-2022.jpg&type=IMAGE,image_2901.jpg,Downloaded,
6720,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.vino-online.net%2Fanschaubilder%2FDigital27%2FGS9-532.jpg&type=IMAGE,image_2902.jpg,Downloaded,
6721,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.vino-online.net%2Fanschaubilder%2FDigital27%2FGS9-529.jpg&type=IMAGE,image_2903.jpg,Downloaded,
6722,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.vino-online.net%2Fanschaubilder%2FDigital27%2FGS9-384.jpg&type=IMAGE,image_2904.jpg,Downloaded,
6723,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.vino-online.net%2Fanschaubilder%2FDigital27%2FGS9-340.jpg&type=IMAGE,image_2905.jpg,Downloaded,
6724,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.vino-online.net%2Fanschaubilder%2FDigital27%2FGS9-220a.jpg&type=IMAGE,image_2906.jpg,Downloaded,
6725,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.vino-online.net%2Fanschaubilder%2FDigital26%2FGS10-402.jpg&type=IMAGE,image_2907.jpg,Downloaded,
6726,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.vino-online.net%2Fanschaubilder%2FDigital25%2FGS8-5a.jpg&type=IMAGE,image_2908.jpg,Downloaded,
6727,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.vino-online.net%2Fanschaubilder%2FDigital25%2FGS8-124.jpg&type=IMAGE,image_2909.jpg,Downloaded,
6728,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.vino-online.net%2Fanschaubilder%2FDigital25%2FGS8-123.jpg&type=IMAGE,image_2910.jpg,Downloaded,
6729,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.vino-online.net%2Fanschaubilder%2FDigital25%2FGS8-128.jpg&type=IMAGE,image_2911.jpg,Downloaded,
6730,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.vino-online.net%2Fanschaubilder%2FDigital24%2FGS7-42.jpg&type=IMAGE,image_2912.jpg,Downloaded,
6731,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.vino-online.net%2Fanschaubilder%2FDigital24%2FGS7-1a.jpg&type=IMAGE,image_2913.jpg,Downloaded,
6732,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.vino-online.net%2Fanschaubilder%2FDigital24%2FGS5-31.jpg&type=IMAGE,image_2914.jpg,Downloaded,
6733,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.vino-online.net%2Fanschaubilder%2FDigital24%2F19816225a.jpg&type=IMAGE,image_2915.jpg,Downloaded,
6734,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.vino-online.net%2Fanschaubilder%2FDigital24%2FGS4-70.jpg&type=IMAGE,image_2916.jpg,Downloaded,
6735,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.vino-online.net%2Fanschaubilder%2FDigital24%2FGS4-69.jpg&type=IMAGE,image_2917.jpg,Downloaded,
6736,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.vino-online.net%2Fanschaubilder%2FDigital23%2FGS1-24a.jpg&type=IMAGE,image_2918.jpg,Downloaded,
6737,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.vino-online.net%2Fanschaubilder%2FDigital23%2FGS1-13.jpg&type=IMAGE,image_2919.jpg,Downloaded,
6738,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.vino-online.net%2Fanschaubilder%2FDigital23%2FGS1-4a.jpg&type=IMAGE,image_2920.jpg,Downloaded,
6739,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.vino-online.net%2Fanschaubilder%2FDigital18%2F1987641a.jpg&type=IMAGE,image_2921.jpg,Downloaded,
6740,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.vino-online.net%2Fanschaubilder%2FDigital18%2F1987640a.jpg&type=IMAGE,image_2922.jpg,Downloaded,
6741,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.vino-online.net%2Fanschaubilder%2FDigital15%2F19841877.jpg&type=IMAGE,image_2923.jpg,Downloaded,
6742,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.vino-online.net%2Fanschaubilder%2FDigital14%2F19841190.jpg&type=IMAGE,image_2924.jpg,Downloaded,
6743,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.vino-online.net%2Fanschaubilder%2FDigital14%2F19841048.jpg&type=IMAGE,image_2925.jpg,Downloaded,
6744,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.vino-online.net%2Fanschaubilder%2FDigital11%2F19761524.jpg&type=IMAGE,image_2926.jpg,Downloaded,
6745,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.vino-online.net%2Fanschaubilder%2FDigital11%2F19821353.jpg&type=IMAGE,image_2927.jpg,Downloaded,
6746,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.vino-online.net%2Fanschaubilder%2FDigital8%2F19814505.jpg&type=IMAGE,image_2928.jpg,Downloaded,
6747,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.vino-online.net%2Fanschaubilder%2FDigital8%2F19814504.jpg&type=IMAGE,image_2929.jpg,Downloaded,
6748,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.vino-online.net%2Fanschaubilder%2FDigital4%2F19792426.jpg&type=IMAGE,image_2930.jpg,Downloaded,
6749,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.vino-online.net%2Fanschaubilder%2FDigital2%2F19811742.jpg&type=IMAGE,image_2931.jpg,Downloaded,
6750,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.vino-online.net%2Fanschaubilder%2FBilder10%2F828642013971057.jpg&type=IMAGE,image_2932.jpg,Downloaded,
6751,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.vino-online.net%2Fanschaubilder%2FBilder9%2F817740630936086.jpg&type=IMAGE,image_2933.jpg,Downloaded,
6752,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.vino-online.net%2Fanschaubilder%2FBilder9%2F817740630349027.jpg&type=IMAGE,image_2934.jpg,Downloaded,
6753,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.vino-online.net%2Fanschaubilder%2FBilder6%2F727131924572087.jpg&type=IMAGE,image_2935.jpg,Downloaded,
6754,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.vino-online.net%2Fanschaubilder%2FBilder6%2F727131924572083.jpg&type=IMAGE,image_2936.jpg,Downloaded,
6755,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.vino-online.net%2Fanschaubilder%2FBilder6%2F727131924572072.jpg&type=IMAGE,image_2937.jpg,Downloaded,
6756,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.vino-online.net%2Fanschaubilder%2FBilder6%2F727131924571100.jpg&type=IMAGE,image_2938.jpg,Downloaded,
6757,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.vino-online.net%2Fanschaubilder%2FBilder6%2F635030911334038.jpg&type=IMAGE,image_2939.jpg,Downloaded,
6758,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.vino-online.net%2Fanschaubilder%2FBilder6%2F635030911895081.jpg&type=IMAGE,image_2940.jpg,Downloaded,
6759,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.vino-online.net%2Fanschaubilder%2FBilder6%2F635030911895077.jpg&type=IMAGE,image_2941.jpg,Downloaded,
6760,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.museum-digital.de%2Fdata%2Fberlin%2Fimages%2Fimport_16%2F201412%2F16202919321.jpg&type=IMAGE,image_2942.jpg,Downloaded,
6761,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.museum-digital.de%2Fdata%2Fberlin%2Fimages%2Fimport_16%2F201412%2F16202913379.jpg&type=IMAGE,image_2943.jpg,Downloaded,
6762,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.museum-digital.de%2Fdata%2Fberlin%2Fimages%2Fimport_16%2F201412%2F16202634094.jpg&type=IMAGE,image_2944.jpg,Downloaded,
6763,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.museum-digital.de%2Fdata%2Fberlin%2Fimages%2Fimport_16%2F201412%2F16202614849.jpg&type=IMAGE,image_2945.jpg,Downloaded,
6764,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.museum-digital.de%2Fdata%2Fberlin%2Fimages%2Fimport_16%2F201412%2F16202351437.jpg&type=IMAGE,image_2946.jpg,Downloaded,
6765,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.museum-digital.de%2Fdata%2Fberlin%2Fimages%2Fimport_16%2F201412%2F16202152754.jpg&type=IMAGE,image_2947.jpg,Downloaded,
6766,,,Skipped (Invalid URL),Empty or invalid URL found.
6767,,,Skipped (Invalid URL),Empty or invalid URL found.
6768,,,Skipped (Invalid URL),Empty or invalid URL found.
6769,,,Skipped (Invalid URL),Empty or invalid URL found.
6770,,,Skipped (Invalid URL),Empty or invalid URL found.
6771,,,Skipped (Invalid URL),Empty or invalid URL found.
6772,,,Skipped (Invalid URL),Empty or invalid URL found.
6773,,,Skipped (Invalid URL),Empty or invalid URL found.
6774,,,Skipped (Invalid URL),Empty or invalid URL found.
6775,,,Skipped (Invalid URL),Empty or invalid URL found.
6776,,,Skipped (Invalid URL),Empty or invalid URL found.
6777,,,Skipped (Invalid URL),Empty or invalid URL found.
6778,,,Skipped (Invalid URL),Empty or invalid URL found.
6779,,,Skipped (Invalid URL),Empty or invalid URL found.
6780,,,Skipped (Invalid URL),Empty or invalid URL found.
6781,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.culture.gouv.fr%2FWave%2Fimage%2Fjoconde%2Feth%2F0009%2Fm501909_99cn6253_p.jpg&type=IMAGE,image_2948.jpg,Downloaded,
6782,,,Skipped (Invalid URL),Empty or invalid URL found.
6783,,,Skipped (Invalid URL),Empty or invalid URL found.
6784,,,Skipped (Invalid URL),Empty or invalid URL found.
6785,,,Skipped (Invalid URL),Empty or invalid URL found.
6786,,,Skipped (Invalid URL),Empty or invalid URL found.
6787,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.culture.gouv.fr%2FWave%2Fimage%2Fjoconde%2F0045%2Fm022409_b0161_p.jpg&type=IMAGE,image_2949.jpg,Downloaded,
6788,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.culture.gouv.fr%2FWave%2Fimage%2Fjoconde%2F0045%2Fm022409_b0623_p.jpg&type=IMAGE,image_2950.jpg,Downloaded,
6789,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.culture.gouv.fr%2FWave%2Fimage%2Fjoconde%2F0556%2Fm505209_0004849_p.jpg&type=IMAGE,image_2951.jpg,Downloaded,
6790,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.culture.gouv.fr%2FWave%2Fimage%2Fjoconde%2F0556%2Fm505209_0004674_p.jpg&type=IMAGE,image_2952.jpg,Downloaded,
6791,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.culture.gouv.fr%2FWave%2Fimage%2Fjoconde%2F0556%2Fm505209_0004661_p.jpg&type=IMAGE,image_2953.jpg,Downloaded,
6792,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.culture.gouv.fr%2FWave%2Fimage%2Fjoconde%2F0002%2Fm504103_87ee1566_p.jpg&type=IMAGE,image_2954.jpg,Downloaded,
6793,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.culture.gouv.fr%2FWave%2Fimage%2Fjoconde%2F0434%2Fm503803_08-518559_p.jpg&type=IMAGE,image_2955.jpg,Downloaded,
6794,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.culture.gouv.fr%2FWave%2Fimage%2Fjoconde%2F0433%2Fm503803_93-006143-02_p.jpg&type=IMAGE,image_2956.jpg,Downloaded,
6795,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.culture.gouv.fr%2FWave%2Fimage%2Fjoconde%2F0195%2Fm503501_d0229265-000_p.jpg&type=IMAGE,image_2957.jpg,Downloaded,
6796,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.culture.gouv.fr%2FWave%2Fimage%2Fjoconde%2F0346%2Fm502185_0018707_p.jpg&type=IMAGE,image_2958.jpg,Downloaded,
6797,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.culture.gouv.fr%2FWave%2Fimage%2Fjoconde%2F0073%2Fm501603_94ce54709_p.jpg&type=IMAGE,image_2959.jpg,Downloaded,
6798,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fwww.culture.gouv.fr%2FWave%2Fimage%2Fjoconde%2F0073%2Fm501603_84ee207_p.jpg&type=IMAGE,image_2960.jpg,Downloaded,
